Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"1163740.3","Helicobacter pylori Shi112","Helicobacter pylori Shi112",1163740,"Complete","Shi112",,,,"MLST.Helicobacter_pylori.3044",,,,"2012-04-19T00:00:00Z",,"PRJNA94347","SAMN02603194","GCA_000277405.1",,"CP003474.1","NC_017741.1","Dept. Molec. Microbiology, Washington University Medical School in Saint Louis","complete",,,,1,,1,1663456,38.8,1654,1564,,,,,"Peru","Peru: Shimaa",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Commensal","To compare genomes of Helicobacter pylori, study their evolution and migration patterns in different human populations.  Helicobacter pylori strain from Amerindian volunteer from remote Shimaa village in Amazon region in Peru.",,99.8,99,100,,,"Good","2014-12-08T22:11:46.269Z","2015-03-16T03:17:09.594Z"
"1163741.3","Helicobacter pylori Shi169","Helicobacter pylori Shi169",1163741,"Complete","Shi169",,,,"MLST.Helicobacter_pylori.3045",,,,"2012-04-19T00:00:00Z",,"PRJNA94507","SAMN02603195","GCA_000277385.1",,"CP003473.1","NC_017740.1","Dept. Molec. Microbiology, Washington University Medical School in Saint Louis","complete",,,,1,,1,1616909,38.9,1604,1525,,,,,"Peru","Peru: Shimaa",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Commensal","To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Helicobacter pylori strain from Amerindian volunteer from remote Shimaa village in Amazon region in Peru.",,99.8,99.6,99.1,,,"Good","2014-12-08T22:11:46.277Z","2015-03-16T03:17:09.594Z"
"1163742.3","Helicobacter pylori PeCan18","Helicobacter pylori PeCan18",1163742,"Complete","PeCan18",,,,"MLST.Helicobacter_pylori.3028",,,,"2012-04-19T00:00:00Z",,"PRJNA95275","SAMN02603196","GCA_000277425.1",,"CP003475.1","NC_017742.1","Dept. Molec. Microbiology, Washington University Medical School in Saint Louis","complete",,,,1,,1,1660685,39,1633,1495,,"gastric antrum from resident of Lima, Peru","isolate from gastric antrum from resident of Lima, Peru",,"Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Commensal","To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Clinical isolate from gastric antrum from resident of Lima, Peru.",,99.6,99.2,100,0.6,,"Good","2014-12-08T22:11:45.328Z","2015-03-16T03:17:09.594Z"
"1163743.3","Helicobacter pylori HUP-B14","Helicobacter pylori HUP-B14",1163743,"Complete","HUP-B14",,,,"MLST.Helicobacter_pylori.3021",,,,"2012-04-19T00:00:00Z",,"PRJNA95277","SAMN02603197","GCA_000259235.1",,"CP003486.1,CP003487.1","NC_017733.1,NC_017734.1","Dept. Molec. Microbiology, Washington University Medical School in Saint Louis","complete",,,,1,1,2,1607584,39.0866,1597,1501,,"resident of Spain","isolate from resident of Spain",,"Spain","Spain",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations.  Clinical isolate from resident of Spain.",,99.9,99.8,100,,,"Good","2014-12-08T22:11:44.348Z","2015-03-16T03:17:09.594Z"
"1163743.5","Helicobacter pylori HUP-B14",,1163743,"Plasmid","HUP-B14",,,,,,,,"2016-07-26T00:00:00Z",,"PRJNA95277","SAMN02603197","GCA_000259235.1",,"CP003487",,"Dept. Molec. Microbiology, Washington University Medical School in Saint Louis",,,,,,1,1,8304,36.5,11,8,,"resident of Spain","isolate from resident of Spain",,"Spain","Spain",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"To compare genomes of Helicobacter pylori, to study their evolution and migration patterns in different human populations. Clinical isolate from resident of Spain.",,,,,,,,"2017-12-29T22:12:26.111Z","2017-12-29T22:12:26.111Z"
"1191279.5","Helicobacter pylori FD423",,1191279,"WGS","FD423",,,,,,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996392","GCF_000281675.2",,"AKHM02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,115,1623128,39.15,1752,1625,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Functional dyspepsia",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.9,97.8,100,4.5,,"Good","2016-01-17T15:29:03.548Z","2016-01-17T15:29:03.548Z"
"1191280.5","Helicobacter pylori FD430",,1191280,"WGS","FD430",,,,,,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996393","GCF_000295975.2",,"AKHN02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,129,1640355,39.1,1790,1675,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Functional dyspepsia",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.9,98,100,5,,"Good","2016-01-17T15:29:09.164Z","2016-01-17T15:29:09.164Z"
"1191281.5","Helicobacter pylori FD506",,1191281,"WGS","FD506",,,,,,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996394","GCF_000295995.2",,"AKHO02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,105,1615241,38.74,1720,1575,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Functional dyspepsia",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.9,99,100,3.4,,"Good","2016-01-17T15:29:09.543Z","2016-01-17T15:29:09.543Z"
"1191282.4","Helicobacter pylori FD568",,1191282,"WGS","FD568",,,,,,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996395","GCF_000296035.2",,"AKHQ02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,113,1610163,38.71,1721,1579,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Functional dyspepsia",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.8,97.8,100,2.8,,"Good","2016-01-17T15:29:10.373Z","2016-01-17T15:29:10.373Z"
"1191283.4","Helicobacter pylori FD577",,1191283,"WGS","FD577",,,,,,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996396","GCF_000296055.2",,"AKHR02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,74,1625905,38.67,1738,1602,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Functional dyspepsia",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.9,98.4,100,3.3,,"Good","2016-01-17T15:29:10.741Z","2016-01-17T15:29:10.741Z"
"1191284.5","Helicobacter pylori FD662",,1191284,"WGS","FD662",,,,,,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996397","GCF_000296095.2",,"AKHT02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,66,1659453,38.94,1752,1619,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Functional dyspepsia",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.7,98.2,100,2.9,,"Good","2016-01-17T15:29:11.475Z","2016-01-17T15:29:11.475Z"
"1191285.4","Helicobacter pylori FD703",,1191285,"WGS","FD703",,,,,,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996398","GCF_000296075.2",,"AKHS02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,88,1676483,39.03,1766,1656,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Functional dyspepsia",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.9,98.4,100,3.6,,"Good","2016-01-17T15:29:11.154Z","2016-01-17T15:29:11.154Z"
"1191286.4","Helicobacter pylori FD719",,1191286,"WGS","FD719",,,,,,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996399","GCF_000296115.2",,"AKHU02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,79,1642171,39.1,1763,1614,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Functional dyspepsia",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.9,98.2,100,3.6,,"Good","2016-01-17T15:29:11.863Z","2016-01-17T15:29:11.863Z"
"1191287.6","Helicobacter pylori GC26",,1191287,"WGS","GC26",,,,"MLST.Helicobacter_pylori.42",,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996400","GCF_000296135.2",,"AKHV02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,111,1622472,38.73,1748,1612,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Gastric cancer",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.8,98.2,100,4.6,,"Good","2016-01-17T15:29:12.244Z","2016-01-17T15:29:12.244Z"
"1191464.11","Helicobacter pylori FD535",,1191464,"WGS","FD535",,,,,,,,"2013-08-21T00:00:00Z","23012278,24051312","PRJNA165757","SAMN00996486","GCF_000296015.2",,"AKHP02000000",,"University of Malaya",,"Illumina HiSeq","100.0x","ABySS v. 2013",,,81,1671564,39.08,1761,1652,,"Gastric biopsies",,"2009","Malaysia","Malaysia: Kuala Lumpur",,,,,,"Human, Homo sapiens",,,"Functional dyspepsia",,,,,,,,,,,,,,,,"Helicobacter pylori isolates from Malaysia.","collected_by:UMMC Endoscopy Unit",99.7,97.7,100,4.3,,"Good","2016-01-17T15:29:09.984Z","2016-01-17T15:29:09.984Z"
"1200324.3","Helicobacter pylori UMB_G1","Helicobacter pylori MALT",1200324,"WGS","MALT",,,,,," ",,"2013-03-27T00:00:00Z",,"PRJNA168619","SAMN01178405","GCA_000349465.1","SRR572212,SRR572213","AOTV00000000","-","IGS","WGS","Illumina; 454","32x from 454; 40x from Illumina","Celera Assembler v. 7.0",,,5,1571801,39.2,1563,1560,,,,,"Canada","Canada",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"-",,99.4,99.1,99.8,0.3,,"Good","2014-12-08T22:11:46.499Z","2015-03-16T03:17:09.594Z"
"1200325.3","Helicobacter pylori CCHI 33","Helicobacter pylori CCHI 33",1200325,"WGS","CCHI 33",,,,,," ",,"2013-03-27T00:00:00Z",,"PRJNA168620","SAMN01178404","GCA_000349485.1","SRR572210,SRR572211","AOTU00000000","-","IGS","WGS","Illumina; 454","30x from 454; 30x from Illumina","Celera Assembler v. 7.0",,,11,1659327,39.2,1651,1656,,,,,"Canada","Canada",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"-",,99.9,99.5,100,0.3,,"Good","2014-12-08T22:11:43.489Z","2015-03-16T03:17:09.594Z"
"1213457.3","Helicobacter pylori HLJHP193","Helicobacter pylori HLJHP193",1213457,"WGS","HLJHP193",,,,"MLST.Helicobacter_pylori.2114",," ",,"2012-08-13T00:00:00Z","23105058","PRJNA171124","SAMN02469498","GCA_000287835.1",,"ALJI00000000","-","BGI-shenzhen","WGS","Illumina HiSeq 2000","120.0x","SOAPdenovo v. 1.05",,,55,1552322,38.9,1577,,,"gastric mucosa","isolated from atrophic gastritis and gastric ulcers patients in China","2006","China","China",,,,,,"Human, Homo sapiens",,,,"stomach",,,,,"Negative","CurvedShaped",,,,,,,,"Gastric ulcer","Genomes of Helicobacter pylori strains are isolated from atrophic gastritis and gastric ulcers patients in China.  Helicobacter pylori (H. pylori) is a highly recombining bacterial pathogen responsible for human gastric diseases, including gastritis and peptic ulcers, as well as considered a major risk factor in the development of gastric cancer. ",,99.6,99.2,99.7,0.6,,"Good","2014-12-08T22:11:44.082Z","2015-03-16T03:17:09.594Z"
"1214221.3","Helicobacter pylori HLJHP256","Helicobacter pylori HLJHP256",1214221,"WGS","HLJHP256",,,,"MLST.Helicobacter_pylori.2164",," ",,"2012-08-13T00:00:00Z","23105058","PRJNA171208","SAMN02469501","GCA_000287735.1",,"ALKA00000000","-","BGI-shenzhen","WGS","Illumina HiSeq","120.0x","SOAPdenovo v. 1.05",,,40,1561171,38.9,1554,,,"gastric mucosa","isolated from atrophic gastritis and gastric ulcers patients in China","2006","China","China",,,,,,"Human, Homo sapiens",,,,"stomach",,,,,"Negative","CurvedShaped",,,,,,,,"Gastric ulcer","Genomes of Helicobacter pylori strains are isolated from atrophic gastritis and gastric ulcers patients in China.  Helicobacter pylori (H. pylori) is a highly recombining bacterial pathogen responsible for human gastric diseases, including gastritis and peptic ulcers, as well as considered a major risk factor in the development of gastric cancer. ",,99.6,99.5,100,0.3,,"Good","2014-12-08T22:11:44.100Z","2015-03-16T03:17:09.594Z"
"1214222.3","Helicobacter pylori HLJHP271","Helicobacter pylori HLJHP271",1214222,"WGS","HLJHP271",,,,"MLST.Helicobacter_pylori.2128",," ",,"2012-08-13T00:00:00Z","23105058","PRJNA171210","SAMN02469502","GCA_000287755.1",,"ALKB00000000","-","BGI-shenzhen","WGS","Illumina HiSeq","120.0x","SOAPdenovo v. 1.05",,,43,1571832,38.8,1625,,,"gastric mucosa","isolated from atrophic gastritis and gastric ulcers patients in China","2006","China","China",,,,,,"Human, Homo sapiens",,,,"stomach",,,,,"Negative","CurvedShaped",,,,,,,,"Gastric ulcer","Genomes of Helicobacter pylori strains are isolated from atrophic gastritis and gastric ulcers patients in China.",,99.7,99.4,100,0.3,,"Good","2014-12-08T22:11:44.109Z","2015-03-16T03:17:09.594Z"
"1214223.3","Helicobacter pylori HLJHP253","Helicobacter pylori HLJHP253",1214223,"WGS","HLJHP253",,,,"MLST.Helicobacter_pylori.2193",," ",,"2012-08-13T00:00:00Z",,"PRJNA171211","SAMN02469499","GCA_000287775.1",,"ALKC00000000","-","BGI-shenzhen","WGS","Illumina HiSeq","120.0x","SOAPdenovo v. 1.3",,,20,1587316,38.8,1626,,,"gastric mucosa","isolated from atrophic gastritis and gastric ulcers patients in China","2006","China","China",,,,,,"Human, Homo sapiens",,,,"stomach",,,,,"Negative","CurvedShaped",,,,,,,,"Gastric ulcer","Genomes of Helicobacter pylori strains are isolated from atrophic gastritis and gastric ulcers patients in China.",,99.9,99.5,100,0.9,,"Good","2014-12-08T22:11:44.091Z","2015-03-16T03:17:09.594Z"
"1222003.3","Helicobacter pylori Sahul64","Helicobacter pylori Sahul64",1222003,"WGS","Sahul64",,,,"MLST.Helicobacter_pylori.1404",," ",,"2014-01-06T00:00:00Z","24375107","PRJNA172821","SAMN02597453","GCA_000513515.1",,"ALWV00000000","-","The University of Western Australia","WGS","Illumina HiSeq","100.0x","Velvet v. 1.05",,,54,1644275,38.7,1667,,,"biopsy from indigenous Australian",,"1999","Australia","Australia: Western Australia",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Bacilli",,,,,,,,,"This genome will be used for comparative analysis.",,99.5,99.1,100,,,"Good","2014-12-08T22:11:46.252Z","2015-03-16T03:17:09.594Z"
"1225175.3","Helicobacter pylori C664 strain C664",,1225175,"WGS","C664",,,,,,,,"2017-06-20T00:00:00Z",,"PRJNA173201","SAMN03013094","GCA_002203985.1",,"AMFC00000000",,"Zhejiang-California International Nanosystems Institute (ZCNI), Zhejiang University",,"Illumina GAII; 454","2178.0x","Velvet v. Jun-2012; Newbler v. Jun-2012",,,30,1631539,38.68,1650,,,"gastric mucosa sample from patient with gastric cancer","isolated from a Chinese patient with gastric cancer","2009","China","China: Hangzhou",,,,,,"Human, Homo sapiens",,,"gastric cancer",,,,,,"Negative","Spirilla","No",,,,,,,,"HP C664 was isolated from a Chinese patient with gastric cancer. The genome sequence of C664 will be used in comparative genomics.",,99.7,98.8,99.7,2.9,,"Good","2017-07-22T23:12:01.646Z","2017-07-22T23:12:01.646Z"
"1225482.3","Helicobacter pylori C333 strain C333",,1225482,"WGS","C333",,,,"MLST.Helicobacter_pylori.1221",,,,"2017-06-20T00:00:00Z",,"PRJNA173329","SAMN03013095","GCA_002204015.1",,"AMFG00000000",,"Zhejiang-California International Nanosystems Institute (ZCNI), Zhejiang University",,"Illumina GAII; 454","2954.0x","Velvet v. Jun-2012; Newbler v. Jun-2012",,,20,1602237,38.55,1638,,,"gastric mucosa sample from patient with gastric cancer","isolated from a Chinese patient with gastric cancer","2009","China","China: Hangzhou",,,,,,"Human, Homo sapiens",,,"gastric cancer",,,,,,"Negative","Spirilla","No",,,,,,,,"HP C333 was isolated from a Chinese patient with gastric cancer. The genome sequence of C333 will be used in comparative genomics.",,99.3,99,99.1,,,"Good","2017-07-22T23:13:15.970Z","2017-07-22T23:13:15.970Z"
"1231719.3","Helicobacter pylori A45","Helicobacter pylori A45",1231719,"WGS","A45",,,,"MLST.Helicobacter_pylori.1767",," ",,"2013-01-25T00:00:00Z",,"PRJNA175046","SAMN02470830","GCA_000333835.1",,"AMYU00000000","-","Scientific Research Institute of Physical-Chemical Medicine","WGS","454 GS FLX","49x","GS De Novo Assembler v. 2.6",,,33,1643927,38.6,1668,1580,,"biopsy of antral stomach region from European patient with peptic ucler and chronic gastritis disease; anal region of stomach","isolated from mucosal biopsy of antral stomach region","2009","Russia","Russia: Moscow",,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,"Gastritis","Clinical strain of Helicabcter pylori was isolated from mucosal biopsy of antral stomach region. Biopsy material was taken from europian patients with peptic ucler  and chronic gastritis diseases. All patients were from Moscow or Moscow region, Russian Federation. Screening of all 44 clinical isolates was perfomed and single competent strain H. pylori A45 have been found.",,99.7,99.3,100,0.3,,"Good","2014-12-08T22:11:43.405Z","2015-03-16T03:17:09.594Z"
"1234365.3","Helicobacter pylori Rif1","Helicobacter pylori Rif1",1234365,"Complete","Rif1",,,,"MLST.Helicobacter_pylori.181",," ",,"2012-10-23T00:00:00Z",,"PRJNA175544","SAMN02603762","GCA_000307815.1",,"CP003905.1","NC_018937.1","RIPCM","complete",,,"1",1,,1,1667883,38.87,1688,1595,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mutant strain Rif1 (from reference strain 26695)H. pylori reference strain 26695 was routinely maintained on Columbia agar (bioMerieux, France) plates supplemented with 10% heat-inactivated Horse Serum (PAA Lab., Austria), 5% yeast extract, and H. pylori-selective antibiotic mix Dent (Oxoid). Liquid culture was grown in BHI broth (3.7% brain heart infusion) (bioMerieux, France) with 10% inactivated Fetal Bovine Serum (HyClone, USA) and 5% yeast extract. Both plates and broth cultures were incubated at 37¿¿ under an atmosphere enriched with 5% CO2 for 2-3 days. The mutant strain Rif1 was selected by culturing H. pylori 26695 on selective plates containing 20 ¿¿g/ml of rifampicin (Sigma). In 5 days, resistant colony was picked and passed under rifampicin pressure.",,99.8,99.2,100,0.3,,"Good","2014-12-08T22:11:45.436Z","2015-03-16T03:17:09.594Z"
"1234600.3","Helicobacter pylori Rif2","Helicobacter pylori Rif2",1234600,"Complete","Rif2",,,,"MLST.Helicobacter_pylori.181",," ",,"2012-10-23T00:00:00Z",,"PRJNA175625","SAMN02603763","GCA_000307835.1",,"CP003906.1","NC_018938.1","RIPCM","complete",,,"1",1,,1,1667890,38.87,1688,1591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Mutant strain Rif2 of reference strain 26695.H. pylori reference strain 26695 was routinely maintained on Columbia agar (bioMerieux, France) plates supplemented with 10% heat-inactivated Horse Serum (PAA Lab., Austria), 5% yeast extract, and H. pylori-selective antibiotic mix Dent (Oxoid). Liquid culture was grown in BHI broth (3.7% brain heart infusion) (bioMerieux, France) with 10% inactivated Fetal Bovine Serum (HyClone, USA) and 5% yeast extract. Both plates and broth cultures were incubated at 37¿¿ under an atmosphere enriched with 5% CO2 for 2-3 days. The mutant strain Rif2 was selected by culturing H. pylori 26695 on selective plates containing 20 ¿¿g/ml of rifampicin (Sigma). In 5 days, resistant colony was picked and passed under rifampicin pressure.",,99.8,99.3,100,0.3,,"Good","2014-12-08T22:11:45.445Z","2015-03-16T03:17:09.594Z"
"1248725.3","Helicobacter pylori OK113","Helicobacter pylori OK113",1248725,"Complete","OK113",,,,,," ",,"2013-03-11T00:00:00Z",,"PRJDB693",,"GCA_000348865.1",,"AP012600.1","NC_020508.1","University of Tokyo","complete","Sanger","7.9x","phrap v. 1.080730",1,,1,1616617,38.7,1658,1520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Helicobacter strain OK113 collected in Uruma, Okinawa, Japan",,99.8,99.5,100,0.9,,"Good","2014-12-08T22:11:45.244Z","2015-03-16T03:17:09.594Z"
"1248726.3","Helicobacter pylori OK310","Helicobacter pylori OK310",1248726,"Complete","OK310",,,,,," ",,"2013-03-11T00:00:00Z",,"PRJDB694",,"GCA_000348885.1",,"AP012601.1,AP012602.1","NC_020509.1,NC_020556.1","University of Tokyo","complete","Sanger","7.7x","phrap v. 1.080730",1,1,2,1595436,38.7937,1604,1493,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Helicobacter strain OK310 collected in Uruma, Okinawa, Japan",,99.8,99.6,100,0.3,,"Good","2014-12-08T22:11:45.252Z","2015-03-16T03:17:09.594Z"
"1248726.5","Helicobacter pylori OK310",,1248726,"Plasmid","OK310",,,,,,,,"2016-10-07T00:00:00Z","23505045","PRJDB694","SAMD00061057","GCA_000348885.1",,"AP012602",,"University of Tokyo",,"Sanger","7.7x","phrap v. 1.080730",1,,1,4158,36.41,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"Helicobacter strain OK310 collected in Uruma, Okinawa, Japan",,,,,,,,"2017-12-29T17:21:12.008Z","2017-12-29T17:21:12.008Z"
"1249613.3","Helicobacter pylori D33",,1249613,"WGS",,,,,,,,,"2014-06-18T00:00:00Z","24914326","PRJNA178929","SAMN02866191","GCA_000709945.1",,"ANIO00000000","-","Qingdao municipal Hospital",,"Illumina HiSeq","297.0x","SOAPdenovo v. Version 1.3",,,64,1545148,38.8,1555,,,"the gastric antrum of a patients with gastric cancer","isolated from the gastric antrum of a patients with gastric cancer",,,,,,,,,"Human, Homo sapiens",,,,,,,,,,,,,,,,,,,"Helicobacter pylori D33 is a bacterium isolated from the gastric antrum of a patients with gastric cancer. It is a virulent strain containing major virulent factors VacA and CagA. It possess a full length of the cag pathogenicity island. Strain D33 belongs to the hpEastAsia population. The genome sequences will be useful for the genomic comparison of strains from gastric cancer.",,99.8,99.6,100,,,"Good","2014-12-08T22:35:18.739Z","2015-03-16T03:17:09.594Z"
"1282880.3","Helicobacter pylori NAK7","Helicobacter pylori NAK7",1282880,"WGS","NAK7",,,,,,,,"2013-05-24T00:00:00Z",,"PRJNA186589","SAMN02471799","GCA_000401295.1",,"AONJ00000000","-","University of Hyderabad","WGS","Illumina GAIIx","300.0x","Velvet v. 1.2.03",,,68,1586710,39,1589,,,,,,"India","India",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Spirilla","Yes","No",,,,,,,"Whole genome sequencing and comparative genomics.",,99.6,99.3,100,,,"Good","2014-12-08T22:11:45.072Z","2015-03-16T03:17:09.594Z"
"1287061.3","Helicobacter pylori UM018","Helicobacter pylori UM018",1287061,"WGS","UM018",,,,,,,,"2013-05-24T00:00:00Z",,"PRJNA187431","SAMN02471803","GCA_000401315.1",,"AONK00000000","-","University of Hyderabad","WGS","Illumina GAIIx","170.0x","Velvet v. 1.2.03",,,72,1614546,39,1609,,,,,,"Malaysia","Malaysia",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Spirilla","Yes","No",,,,,,,"Comparative genomics of Helicobacter pylori.",,99.6,99.3,100,,,"Good","2014-12-08T22:11:46.347Z","2015-03-16T03:17:09.594Z"
"1287062.3","Helicobacter pylori UM054","Helicobacter pylori UM054",1287062,"WGS","UM054",,,,,,,,"2013-05-24T00:00:00Z",,"PRJNA187433","SAMN02471804","GCA_000401335.1",,"AONL00000000","-","University of Hyderabad","WGS","Illumina GAIIx","170.0x","Velvet v. 1.2.03",,,81,1594474,39.1,1596,,,,,,"Malaysia","Malaysia",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Spirilla","Yes","No",,,,,,,"Comparative Genomics.",,99.9,99.9,99.7,,,"Good","2014-12-08T22:11:46.406Z","2015-03-16T03:17:09.594Z"
"1287063.3","Helicobacter pylori UM007","Helicobacter pylori UM007",1287063,"WGS","UM007",,,,,,,,"2013-05-24T00:00:00Z",,"PRJNA187435","SAMN02471798","GCA_000401355.1",,"AONM00000000","-","University of Hyderabad","WGS","Illumina GAIIx","150.0x","Velvet v. 1.2.03",,,72,1575854,38.8,1593,,,,,,"Malaysia","Malaysia",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Spirilla","Yes","No",,,,,,,"Comparative Genomics.",,99.8,99.6,100,,,"Good","2014-12-08T22:11:46.337Z","2015-03-16T03:17:09.594Z"
"1287064.3","Helicobacter pylori UM034","Helicobacter pylori UM034",1287064,"WGS","UM034",,,,,,,,"2013-05-24T00:00:00Z",,"PRJNA187437","SAMN02471800","GCA_000401375.1",,"AONN00000000","-","University of Hyderabad","WGS","Illumina GAIIx","180.0x","Velvet v. 1.2.03",,,65,1608430,38.7,1602,,,,,,"Malaysia","Malaysia",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Spirilla","Yes","No",,,,,,,"Comparative Genomics.",,99.9,99.6,100,,,"Good","2014-12-08T22:11:46.373Z","2015-03-16T03:17:09.594Z"
"1287065.3","Helicobacter pylori UM045","Helicobacter pylori UM045",1287065,"WGS","UM045",,,,,,,,"2013-05-24T00:00:00Z",,"PRJNA187438","SAMN02471801","GCA_000401395.1",,"AONO00000000","-","University of Hyderabad","WGS","Illumina GAIIx","200.0x","Velvet v. 1.2.03",,,59,1594207,39,1585,,,,,,"Malaysia","Malaysia",,,,,,"Human, Homo sapiens",,,,,,,,,"Negative","Spirilla","Yes","No",,,,,,,"Comparative Genomics.",,99.6,99.5,99.7,0.3,,"Good","2014-12-08T22:11:46.398Z","2015-03-16T03:17:09.594Z"
