NCBI Genome Assembly ID,Assembly
277404,GCA_900088355.1
277395,GCA_900088265.1
277389,GCA_900088205.1
277368,GCA_900087955.1
277370,GCA_900087975.1
277361,GCA_900087825.1
163877,GCA_000476675.1
163928,GCA_000604285.1
372641,GCA_003058885.1
341672,GCA_002533525.1
277394,GCA_900088255.1
247120,GCA_001278545.1
318309,GCA_002148385.1
163935,GCA_000688955.1
277402,GCA_900088335.1
163931,GCA_000604345.1
163760,GCA_000285195.1
410813,GCA_003636585.1
410936,GCA_003639805.1
372664,GCA_003059365.1
553412,GCA_005796115.1
694165,GCA_008681245.1
410779,GCA_003635905.1
372666,GCA_003059425.1
435163,GCA_004013275.1
267558,GCA_900005055.1
592627,GCA_006438565.1
356624,GCA_002832155.1
435232,GCA_004014625.1
341648,GCA_002533055.1
277386,GCA_900088175.1
435144,GCA_004012895.1
341671,GCA_002533515.1
372660,GCA_003059285.1
201856,GCA_000401355.1
201857,GCA_000401375.1
341711,GCA_002534305.1
341694,GCA_002533975.1
341723,GCA_002534545.1
163815,GCA_000472305.1
341645,GCA_002532985.1
341722,GCA_002534535.1
204468,GCA_000730525.1
277363,GCA_900087845.1
410892,GCA_003638165.1
410945,GCA_003640145.1
277348,GCA_900087485.1
341662,GCA_002533335.1
341192,GCA_002532715.1
372632,GCA_003058705.1
163929,GCA_000604305.1
592603,GCA_006439875.1
214308,GCA_000802505.1
341680,GCA_002533685.1
163926,GCA_000591395.1
219516,GCA_000802605.1
163843,GCA_000475975.1
163817,GCA_000475455.1
341195,GCA_002532745.1
372630,GCA_003058655.1
163876,GCA_000476655.1
277374,GCA_900088025.1
435112,GCA_004012245.1
341705,GCA_002534185.1
341649,GCA_002533065.1
435200,GCA_004014005.1
254327,GCA_000345885.2
277376,GCA_900088045.1
592622,GCA_006440435.1
435190,GCA_004013805.1
277362,GCA_900087835.1
277401,GCA_900088325.1
341702,GCA_002534135.1
694166,GCA_008681475.1
592604,GCA_006439895.1
373111,GCA_003070765.1
361267,GCA_002900195.1
247118,GCA_001278515.1
219515,GCA_000802545.1
356634,GCA_002832355.1
163655,GCA_000172935.1
214310,GCA_000802575.1
694167,GCA_008681425.1
694168,GCA_008681215.1
341698,GCA_002534055.1
372675,GCA_003059845.1
341667,GCA_002533425.1
410951,GCA_003639365.1
341690,GCA_002533895.1
308555,GCA_002012725.1
254336,GCA_000346835.2
163759,GCA_000285175.1
163850,GCA_000476115.1
372659,GCA_003059265.1
214307,GCA_000802465.1
341196,GCA_002532795.1
299799,GCA_000444745.1
277377,GCA_900088055.1
410844,GCA_003637205.1
341660,GCA_002533285.1
454340,GCA_004307295.1
277378,GCA_900088065.1
341725,GCA_002534585.1
435167,GCA_004013325.1
341656,GCA_002533205.1
341659,GCA_002533275.1
372631,GCA_003058685.1
372657,GCA_003059225.1
163821,GCA_000475535.1
254337,GCA_000346855.2
254321,GCA_000345765.2
694169,GCA_008681285.1
163896,GCA_000477075.1
214309,GCA_000802525.1
254294,GCA_000345225.2
254300,GCA_000345345.2
254318,GCA_000345705.2
163932,GCA_000604405.1
257199,GCA_000497465.2
254287,GCA_000345085.2
372627,GCA_003058595.1
163853,GCA_000476175.1
163936,GCA_000688975.1
211386,GCA_000766025.1
341191,GCA_002532685.1
234355,GCA_001051445.1
592602,GCA_006439845.1
163825,GCA_000475615.1
163908,GCA_000499345.1
455528,GCA_004323415.1
254314,GCA_000345625.2
163754,GCA_000285075.1
163915,GCA_000591175.1
254279,GCA_000310005.2
341706,GCA_002534215.1
254281,GCA_000344965.2
356633,GCA_002832345.1
307139,GCA_001997995.1
254298,GCA_000345305.2
254284,GCA_000345025.2
254324,GCA_000345825.2
254299,GCA_000345325.2
435141,GCA_004012835.1
254301,GCA_000345365.2
254290,GCA_000345145.2
254333,GCA_000346005.2
341664,GCA_002533365.1
410796,GCA_003636225.1
163911,GCA_000591095.1
341713,GCA_002534325.1
372634,GCA_003058745.1
163824,GCA_000475595.1
163761,GCA_000285215.1
435142,GCA_004012855.1
254335,GCA_000346815.2
254313,GCA_000345605.2
254306,GCA_000345465.2
341674,GCA_002533575.1
410915,GCA_003638625.1
410773,GCA_003635785.1
163755,GCA_000285095.1
341703,GCA_002534145.1
254286,GCA_000345065.2
517732,GCA_005250645.1
455522,GCA_004323305.1
372668,GCA_003059455.1
163837,GCA_000475855.1
308558,GCA_002012795.1
308552,GCA_002012655.1
372626,GCA_003058585.1
254334,GCA_000346025.2
318717,GCA_002154535.1
254295,GCA_000345245.2
435212,GCA_004014255.1
694170,GCA_008681335.1
254282,GCA_000344985.2
254289,GCA_000345125.2
372676,GCA_003059865.1
217372,GCA_000824885.1
309451,GCA_002026885.1
254330,GCA_000345945.2
163916,GCA_000591195.1
254338,GCA_000346875.2
254317,GCA_000345685.2
219635,GCA_000802645.1
341673,GCA_002533535.1
592632,GCA_006439815.1
372628,GCA_003058625.1
254302,GCA_000345385.2
254322,GCA_000345785.2
254320,GCA_000345745.2
341640,GCA_002532895.1
163784,GCA_000349405.1
467657,GCA_000234645.4
214306,GCA_000802455.1
341666,GCA_002533415.1
254323,GCA_000345805.2
299782,GCA_000296015.2
341676,GCA_002533605.1
299784,GCA_000296055.2
296673,GCA_001542485.2
254292,GCA_000345185.2
254293,GCA_000345205.2
254315,GCA_000345645.2
341675,GCA_002533595.1
299807,GCA_000451005.1
163756,GCA_000285115.1
254310,GCA_000345545.2
592594,GCA_006438515.1
435481,GCA_004016925.1
694171,GCA_008681225.1
254305,GCA_000345445.2
341714,GCA_002534375.1
163656,GCA_000172955.1
254311,GCA_000345565.2
214305,GCA_000802445.1
309442,GCA_002026705.1
254288,GCA_000345105.2
163920,GCA_000591275.1
309450,GCA_002026865.1
163822,GCA_000475555.1
299786,GCA_000296095.2
435148,GCA_004012975.1
254331,GCA_000345965.2
254332,GCA_000345985.2
254303,GCA_000345405.2
309455,GCA_002026955.1
254304,GCA_000345425.2
254297,GCA_000345285.2
241436,GCA_001189585.1
309452,GCA_002026895.1
341643,GCA_002532925.1
435228,GCA_004014575.1
372647,GCA_003058995.1
254307,GCA_000345485.2
663977,GCA_902374915.1
435161,GCA_004013215.1
201855,GCA_000401335.1
442520,GCA_004117955.1
254308,GCA_000345505.2
254285,GCA_000345045.2
254296,GCA_000345265.2
341688,GCA_002533845.1
308543,GCA_002012475.1
442521,GCA_004117965.1
163919,GCA_000591255.1
163914,GCA_000591155.1
309447,GCA_002026805.1
163912,GCA_000591115.1
163925,GCA_000591375.1
299778,GCA_000455765.1
163658,GCA_000256035.2
308553,GCA_002012685.1
299787,GCA_000296115.2
410777,GCA_003635855.1
308557,GCA_002012755.1
309434,GCA_002026545.1
341709,GCA_002534245.1
341663,GCA_002533355.1
309458,GCA_002027025.1
372673,GCA_003059615.1
309437,GCA_002026595.1
163924,GCA_000591355.1
309446,GCA_002026785.1
309445,GCA_002026755.1
455533,GCA_004323525.1
309453,GCA_002026925.1
309441,GCA_002026675.1
442519,GCA_004117945.1
341720,GCA_002534495.1
254291,GCA_000345165.2
309460,GCA_002027065.1
372651,GCA_003059105.1
341701,GCA_002534105.1
163907,GCA_000499325.1
163757,GCA_000285135.1
435213,GCA_004014275.1
254328,GCA_000345905.2
254329,GCA_000345925.2
299781,GCA_000295995.2
308573,GCA_002013065.1
308556,GCA_002012745.1
299785,GCA_000296075.2
435129,GCA_004012575.1
372649,GCA_003059045.1
163922,GCA_000591315.1
309449,GCA_002026835.1
219517,GCA_000802625.1
299783,GCA_000296035.2
163930,GCA_000604325.1
254312,GCA_000345585.2
309459,GCA_002027045.1
309444,GCA_002026745.1
309439,GCA_002026645.1
309430,GCA_002026455.1
163659,GCA_000256075.2
307136,GCA_001998165.1
308572,GCA_002013055.1
314404,GCA_002093735.1
308544,GCA_002012495.1
309456,GCA_002026985.1
309435,GCA_002026555.1
308559,GCA_002012805.1
313911,GCA_002092915.1
163826,GCA_000475635.1
254309,GCA_000345525.2
309462,GCA_002027125.1
308554,GCA_002012715.1
341696,GCA_002533995.1
309440,GCA_002026665.1
299788,GCA_000296135.2
341194,GCA_002532735.1
163828,GCA_000475675.1
309432,GCA_002026505.1
163852,GCA_000476155.1
308570,GCA_002013035.1
309438,GCA_002026625.1
341712,GCA_002534315.1
435159,GCA_004013195.1
341677,GCA_002533615.1
309457,GCA_002027005.1
309431,GCA_002026485.1
372633,GCA_003058715.1
309429,GCA_002026445.1
309461,GCA_002027085.1
299779,GCA_000281675.2
372685,GCA_003059525.1
308545,GCA_002012505.1
309454,GCA_002026935.1
341695,GCA_002533985.1
308561,GCA_002012855.1
254325,GCA_000345845.2
308560,GCA_002012815.1
254283,GCA_000345005.2
308566,GCA_002012945.1
308564,GCA_002012915.1
254316,GCA_000345665.2
308548,GCA_002012575.1
341665,GCA_002533375.1
308547,GCA_002012565.1
309448,GCA_002026825.1
308546,GCA_002012555.1
308550,GCA_002012635.1
163917,GCA_000591215.1
410927,GCA_003639495.1
299780,GCA_000295975.2
308565,GCA_002012935.1
308540,GCA_002012405.1
308577,GCA_002013175.1
308576,GCA_002013145.1
308568,GCA_002012965.1
309433,GCA_002026515.1
341186,GCA_002532595.1
308539,GCA_002012395.1
308567,GCA_002012955.1
308579,GCA_002013205.1
163885,GCA_000476835.1
308541,GCA_002012415.1
309436,GCA_002026585.1
308574,GCA_002013115.1
308562,GCA_002012875.1
308563,GCA_002012885.1
372687,GCA_003059905.1
163921,GCA_000591295.1
372688,GCA_003059925.1
309443,GCA_002026725.1
163913,GCA_000591135.1
308571,GCA_002013045.1
308569,GCA_002013015.1
163660,GCA_000258825.1
308551,GCA_002012645.1
299803,GCA_000448445.1
372682,GCA_003059085.1
341697,GCA_002534005.1
372683,GCA_003059405.1
308538,GCA_002012485.1
308549,GCA_002012615.1
372689,GCA_003060085.1
299805,GCA_000448485.1
308542,GCA_002012425.1
299801,GCA_000448405.1
299806,GCA_000448505.1
308575,GCA_002013135.1
308578,GCA_002013185.1
341724,GCA_002534555.1
372686,GCA_003059605.1
299804,GCA_000448465.1
341198,GCA_002532815.1
372690,GCA_003060165.1
299802,GCA_000448425.1
372684,GCA_003059485.1
660301,GCA_008026995.1
360746,GCA_002206465.2
241437,GCA_001189605.1
435174,GCA_004013495.1
217373,GCA_000824905.1
410916,GCA_003639165.1
341682,GCA_002533705.1
423555,GCA_003815485.1
372691,GCA_003059635.1
201851,GCA_000172195.1
435186,GCA_004013725.1
201852,GCA_000172215.1
